cus_id,money_1,money_2,investment
72196199,114.05,114.05,eligible
65752625,0,0,eligible
67182941,8610.01,708.42,investing
69280887,0,0,pending
68174534,0,0,eligible
67867311,0.41,0.41,pending
69782813,0,0,warmup
65793199,10975.33,14332.69,investing
73096462,8653.77,9523.5,warmup
68689700,0,0,eligible
69915558,1500,3559,warmup
64026491,0,0,eligible
67615934,0,0,eligible
67151930,0,1500,eligible
65925873,0,0,eligible
67620686,2061.35,4054.6,disable_pending
67135782,350,0,eligible
67768516,0,0,eligible
69972249,0,0,pending
70752450,0,0,eligible
66107443,0.31,0.31,warmup
69293755,2.25,0,warmup
67766104,0,0,eligible
72481633,0,0,eligible
75020357,0,0,pending
64063012,0,0,eligible
73236171,88414.31,84458.44,investing
66070635,0,0,warmup
70185458,0,0,eligible
74995620,0,0,warmup
70165966,0,0,eligible
73182093,0,0,warmup
71015043,0,0,eligible
71078759,0,0,eligible
70701383,0,0,eligible
65906798,0,0,eligible
71764615,0,0,eligible
65656277,12,12,eligible
65887486,1799.17,0.84,pending
70558307,0,0,pending
64993896,0,0,pending
66324230,11308.95,6333.1,warmup
69908130,4050.02,5658.86,pending
69437383,0,0,pending
67553161,0,30,warmup
67042255,0,0,eligible
68772759,620.92,8469.4,investing
68381661,0,0,eligible
69690495,0,0,eligible
69495990,0,0,eligible
70661944,0,0,warmup
66654110,493.78,1081.78,pending
68844421,0,0,eligible
69111297,0,0,eligible
64143077,0,0,eligible
71335486,736.67,7.49,investing
64182929,50,0,eligible
69352956,1106.01,2282.87,investing
71804686,0,0,investing
73438645,0,0,pending
73060111,0,0,warmup
69371422,0,0,warmup
71983783,0,0,pending
67142879,0,0,eligible
68583160,50000,50000,pending
67942891,0,0,warmup
70180419,0,,eligible
70656270,0,0,warmup
71412022,0,0,eligible
69636152,0,0,eligible
62743067,0,0,pending
67274698,0,0,eligible
66007602,0,0,eligible
73360655,0,0,eligible
70751573,2758.8,489,investing
64768746,0,0,pending
68337182,0,0,eligible
65334176,0,0,eligible
71599955,0,0,eligible
67382545,0,0,eligible
73404271,0,0,pending
69976031,1.98,1.98,pending
68962618,0,0,eligible
67988185,0,0,eligible
69417103,0,0,warmup
69272528,0,0,eligible
69189267,0,0,eligible
72346685,0,0,eligible
63129939,0,0,eligible
70281286,0,0,warmup
72679971,2837.38,2666.47,investing
68889187,0,0,eligible
68185077,5.19,4.98,investing
73966821,10,10,eligible
70545306,0,0,warmup
68420104,0,0,eligible
72767311,0,0,eligible
73980444,294.5,2514,pending
68904771,0,0,pending
65510077,0,0,warmup
71483420,0,0,eligible
70293413,0,0,eligible
68047074,0,0,eligible
65996806,0,0,warmup
71154994,0,0,eligible
74583209,0,0,eligible
74656783,20880.86,20309.39,investing
67241854,0,0,eligible
68510243,6,0,pending
68261466,1026.47,1006.29,investing
68955239,30073.4,25555.6,disabled
74146598,25320.04,24214.31,investing
72819684,0,0,warmup
66773118,0,0,warmup
71379593,0,0,warmup
68188519,2398.35,912.55,investing
73418708,742.68,720.13,investing
63074840,0,0,eligible
69986897,0,0,eligible
70132171,0,0,eligible
72593942,0,0,eligible
71379691,0,0,pending
70954319,0,795.79,warmup
72565620,0,0,pending
69333216,0,0,warmup
73725625,0,0,eligible
67759116,0,0.33,investing
67725225,0,0,pending
72026071,0,0,pending
70200386,1000,3000,pending
65766489,0,304.48,eligible
71927299,25967.87,15853.26,investing
74402929,845,0,disable_pending
72408428,0,0,eligible
68364420,0,0,warmup
67729925,0,0,eligible
66280681,4338.78,4168.58,investing
72452717,0,,pending
71441119,1881.01,4770.2,warmup
74923307,0,0,eligible
75497869,0,18.54,eligible
71193286,0,0,pending
71922649,0,0,eligible
73415381,6083.14,6158.69,investing
74775411,0,0,eligible
66515457,18507.83,1171.29,investing
73158842,0,0,warmup
68964058,0,0,eligible
69074252,0,0,warmup
71443147,4002.49,100,disabled
70176670,0,0,eligible
68157007,2163.25,0,pending
68662857,0,0,eligible
72316382,0,0,eligible
65974201,0,0,eligible
69784362,0,0,warmup
68745129,0,0,warmup
68778587,0,0,eligible
72693707,9384.71,5642.63,warmup
65234747,35,35,pending
69217774,0,0,warmup
68892157,0,0,eligible
72106978,0,0,warmup
70735738,0,0,warmup
68672342,2307.16,0,eligible
65530130,0.6,1895.14,warmup
70590014,7041.19,6280.27,eligible
69539885,30.5,0,warmup
68420026,0,0,warmup
69331351,0,0,eligible
75213488,0,0,eligible
75248466,0,0,warmup
70475757,0,0,eligible
68947417,1084.39,3233.66,investing
74793740,0,0,eligible
65536085,1765.31,2468.85,warmup
75560565,1027.84,6656.98,pending
75623419,60.02,1200,pending
71488204,0,0,eligible
71751048,0,0,eligible
66603838,0,0,non_eligible
71704146,0,0,eligible
69724554,0,2.35,investing
70840133,0,0,eligible
69748626,2731.27,3195.82,investing
69062252,14483.76,21907.29,investing
71843767,0,0,eligible
70137836,0,0,eligible
68532692,4.78,4.78,warmup
71767466,0,0,warmup
68783794,50,0,warmup
65499940,0,0,eligible
67627666,1198.9,320.61,investing
71338879,0,0,eligible
67652972,0,2700,eligible
70039289,0,0,eligible
67116839,460,480,warmup
75413068,0,0,warmup
70823865,0,0,eligible
69378579,0,0,eligible
68043112,44300,0,warmup
69423048,25,25,eligible
72237974,0,0,eligible
70232529,123662.67,89710.95,investing
73217783,584.83,9285,pending
71583348,0,0,eligible
68800600,0,0,eligible
67683412,713.1,600,disable_pending
70053329,2010.67,0,pending
75007474,0,0,eligible
71519271,0,0,eligible
71636082,3350.02,0.02,investing
75778725,91.88,91.88,warmup
69887923,0,0,pending
68084048,14300,14500,eligible
69563069,831.57,16.41,investing
71580348,0,0,warmup
66620594,0,0,warmup
77237121,1700,0,pending
70580713,0,0,eligible
73226458,0,0,pending
64041383,0,0,eligible
65916456,0,0,eligible
70185703,0,0,warmup
71380816,0,0,eligible
68833507,0,0,eligible
76886857,13070.4,0,warmup
69735918,951.7,0,pending
69287362,491.07,641.07,eligible
74837266,0,0,eligible
71660753,507.64,7.52,investing
74125035,0,0,warmup
74048786,0,5000,eligible
67895670,0,0,eligible
72910502,0,0,warmup
65807884,0,0,warmup
73594986,0,0,eligible
69452213,1485.86,2571.32,eligible
71334139,21262,26856,warmup
66724993,0,0,eligible
67747491,25,25,warmup
74694378,1493.76,0,warmup
74192745,0,0,pending
70765737,0,0,eligible
68677887,0,0,pending
68612333,2024.05,1949.87,investing
68023750,0,1740,warmup
69696671,3715.43,466.63,investing
67107360,3032.57,0,investing
72991754,11213.77,353.16,investing
74633909,0,0,eligible
75831341,0,0,eligible
76098450,14366.2,5908.93,investing
73874847,0,0,warmup
74719222,3127.8,3905,eligible
69932425,5200,5200,eligible
72871673,0,0,eligible
71870895,0,0,eligible
75010702,714.96,201.42,investing
73655431,43047.46,42298.79,investing
73609354,2398.63,24134.9,investing
69191055,0,0,warmup
72306627,0,0,eligible
77343482,24639.9,195.91,eligible
68726619,0,0,eligible
70106399,0,0,eligible
67708990,0,0,eligible
68763602,0,0,eligible
68656761,0,0,eligible
74933887,11258.43,6378.43,warmup
69463631,312.76,303.3,investing
75571678,0,0,warmup
71671954,6438.18,3698.98,investing
73628802,60.75,58.37,investing
72222711,7.61,7.61,pending
67637250,0,0,warmup
67294677,0,0,eligible
71935284,0,0,eligible
68701884,0,0,eligible
73983693,0,0,eligible
74096652,0,0,eligible
73843316,1000,0,pending
72123511,11184.21,21184.21,warmup
72633295,0,0,eligible
70398265,0,0,warmup
71924205,1733.64,1417.54,eligible
75055119,16656.46,12409.65,investing
67680455,0,0,eligible
71306491,3467.31,,investing
76547104,0,0,eligible
71399231,0,0,pending
70727275,7.51,13.01,warmup
72411915,2760.38,2760.38,pending
72648804,1,0,pending
72462792,0,256,warmup
73750216,0,0,eligible
73752953,0,0,eligible
73423155,11571.92,14821.22,warmup
71449958,692.49,875.32,investing
71803200,0,0,eligible
73621961,360,0,eligible
72367375,0,0,eligible
72726086,0,0,warmup
70982869,2.88,1.92,warmup
73949090,2555.17,2481.59,investing
72516249,0,0,eligible
74565555,0,0,pending
73102286,645.53,645.53,eligible
67981287,5894.29,0,warmup
71508943,10,10,eligible
66917150,0,0,eligible
72262414,1800,1800,disabled
70386683,0,0,eligible
71907976,0,0,eligible
72847949,0,0,eligible
71533862,0,0,eligible
72225247,1968.55,2056.72,investing
74567577,0,0,warmup
73315336,0,0,warmup
75710009,1.81,91.81,warmup
69662034,0,0,eligible
70247045,0,0,eligible
68833086,3792.9,7206.84,warmup
68106520,0,0,investing
70131253,0,0,eligible
69393284,0,0,eligible
66710851,0,0,eligible
69978079,0,0,eligible
75267431,3500,0,warmup
74788897,0,0,eligible
66220848,5819.5,0,pending
74239246,0,0,eligible
73687146,105.48,144.49,investing
75232795,5171.67,3609.5,investing
73971042,3401.64,730,warmup
77241614,15201.98,11316.5,warmup
68423848,96,700,pending
71991642,60,0,non_eligible
71706087,0,0,warmup
73187041,1500,250,eligible
70471386,4568.67,8171.3,investing
74863125,0,0,eligible
71662812,0,0,eligible
68872122,21332.7,539,investing
74636209,0,0,eligible
72738029,0,0,eligible
76036503,1706.21,8742.3,eligible
76081806,0,90.5,warmup
68212033,0,0,investing
71695632,54.02,5022.01,warmup
74701409,40129.24,35097.81,investing
67196150,0,0,eligible
71645275,0,0,pending
71873705,0,0,eligible
68793808,0,0,eligible
69300571,66,6,eligible
68941930,0,0,eligible
71632847,0,0,warmup
71826761,0,0,pending
69010511,0,0,pending
74429655,1010.6,1065.84,investing
67494587,0,0,warmup
73505188,994.59,2379.69,investing
71356852,0,0,eligible
76368885,0,0,eligible
71470401,0,0,eligible
70474299,1257.8,1960.07,warmup
71215116,1556,0,eligible
69199748,477.34,10010.17,pending
76976191,0,0,warmup
68819215,0,0,warmup
72750658,0,20,eligible
74201422,0,0,eligible
70712599,0,0,eligible
74589082,0.12,48.78,investing
73617919,0,0,eligible
69202922,0,0,pending
75576463,713.76,1137.53,investing
72203420,2488.35,3624.58,pending
73417063,31.75,31.75,warmup
70767506,110814.25,143419.07,warmup
69659241,0,0,eligible
72266856,16776.94,15000.88,investing
76160261,4350,4377.82,eligible
69214169,0,0,eligible
70823080,101.53,3824.82,investing
77216690,0,0,pending
75038674,0,0,eligible
70127350,0,0,eligible
73043436,0,0,eligible
72901274,0,0,eligible
72015312,0.85,100.81,investing
74858740,0,0,eligible
68397113,0,0,eligible
70235428,240,400,eligible
68954346,0,0,eligible
73860024,0,0,warmup
75132764,0,0,warmup
74998507,17786,20070.13,investing
65716117,15810.05,6220.53,eligible
71205639,0,0,eligible
72524522,0,0,warmup
72679396,0,0,warmup
74410655,0,0,warmup
77081152,0,0,eligible
74548292,50,0,eligible
72516517,37.5,250,eligible
73801090,1254.52,235.54,investing
73878068,0,0,eligible
73148510,0,0,eligible
74145439,0,0,warmup
73759954,0,0,eligible
69130681,100,0,eligible
71899046,0,0,eligible
70117334,0,0,pending
66930530,17636.3,25351.14,investing
73801936,1505,1505,eligible
74712917,0,0,eligible
68817108,0,0,eligible
73368395,0,0,eligible
74581952,0,0,eligible
69269663,0,0,eligible
71876738,0,0,eligible
69032020,5534.45,5317.35,investing
75830083,154.5,304.5,warmup
76690817,2582.24,1334.51,investing
73110281,900,0,eligible
70996547,0,0,eligible
69677878,0,0,eligible
70090893,261.89,261.89,eligible
70530719,7852.24,5000,investing
74364380,0,0,eligible
73611224,0,0,pending
73419417,0,2100,eligible
70267681,3651.51,3651.51,warmup
76369891,0,0,eligible
76712704,0,0,warmup
74159645,0,0,eligible
68853735,0,0,warmup
69900477,0,0,eligible
74836540,0,0,warmup
76167941,17972.97,44229.01,investing
75171019,277.83,277.12,investing
75212688,0,0,eligible
74757323,0,0,pending
71009799,0,0,warmup
70112174,43.18,71.32,investing
69092037,0,0,eligible
68957859,371.84,1024,eligible
76065208,589.99,100.75,pending
77702300,0,0,investing
74503963,0,0,eligible
67356190,0,0,warmup
71784926,0,0,warmup
75238612,121.17,3.06,warmup
74130188,0,0,warmup
73551745,0,0,eligible
68568663,2560.75,2030.75,investing
70205440,3200,3200,warmup
73638632,300,100,warmup
73680035,0,0,warmup
71759045,5882.05,5882.05,warmup
70830114,0,300,warmup
73722812,400,0,warmup
75362475,0,0,warmup
73528488,0,0,eligible
71805277,0,0,warmup
74074545,0,0,eligible
71819197,0,0,eligible
74351467,0,0,eligible
71565762,0,0,eligible
75238915,0,0,warmup
72744080,0,0,warmup
66475112,0,0,warmup
70072019,0,0,eligible
69447837,0,0,warmup
70421512,0,0,eligible
73724169,0,0,eligible
75632194,0,0,investing
71593930,1889.99,1889.99,eligible
70675443,3163.88,29528.41,investing
74622434,0,0,warmup
76850809,0,0,eligible
72724486,649.51,1518,investing
75067754,0,0,eligible
69313103,3794.59,5504.46,investing
74938820,0,0,eligible
74338472,50,50,pending
74793783,10,10,eligible
71295837,0,0,eligible
73801450,0,0,warmup
77707001,3758.04,3759.24,investing
69987805,1031514.73,403446.57,pending
71069670,0,0,eligible
73496401,0,0,eligible
74451080,0,,eligible
73432123,0,0,warmup
69533733,533,0.36,investing
71821716,0,0,eligible
72989387,7745.59,0,investing
73287053,754.11,23.25,warmup
74135718,2622.27,1201.39,investing
74486937,0,0,eligible
71115205,0,0,eligible
71192651,0,0,eligible
73031036,32019.1,13668.12,investing
72906728,0,0,warmup
74733677,0,0,eligible
72259474,282350.63,295219.21,investing
76137897,0,0,eligible
73755144,0,0,eligible
73888350,138.94,0.55,investing
70200113,0,0,eligible
75465769,3131,348,eligible
66536252,0,0,eligible
74741955,0.5,0.5,investing
71212084,0,0,warmup
74044271,0,0,warmup
78655367,118.58,113.93,investing
72532906,0,0,eligible
75545457,0,0,warmup
73984306,100,100,eligible
75315342,21388.15,18388.15,eligible
73975102,41407.7,41875.76,investing
74475884,570,0,warmup
72837486,18.29,661.52,investing
78624547,500,,warmup
76264643,817,679.44,pending
71760850,0,0,warmup
72387303,5473.8,11812.44,warmup
69569555,0,0,eligible
72467424,28,28,eligible
73585894,0,0,eligible
70934619,0,0,eligible
68971753,0,0,eligible
73736359,0,0,eligible
72596434,0,0,eligible
74929208,1412.32,1027.87,investing
74109652,0,0,pending
77340489,3943.68,9443.68,eligible
75255369,0,0,eligible
72580227,1400.07,3569.09,pending
70362949,0,0,eligible
71429727,12.74,1390.68,investing
77301712,0,0,warmup
78690356,0,0,eligible
70948871,0,0,pending
67893908,2564.28,2564.28,pending
75300080,0,,eligible
73800820,1471.31,1507.38,warmup
73316424,4968.21,3573.43,warmup
74486606,0,0,eligible
72470827,0,0,eligible
75892766,500,500,eligible
70687309,0,0,pending
74069036,82152.39,638.01,investing
76656913,410,0,warmup
70810996,0,0.01,investing
72122257,1812.57,3832.56,investing
71299917,0,0,eligible
74492685,0,0,warmup
72157509,0,0,eligible
75191464,526.7,576.7,warmup
71300349,0,0,pending
75536788,0,0,eligible
75006798,2022.42,970.73,warmup
78092519,0,0,pending
74076367,0,0,eligible
75990853,0,6095,warmup
70348980,1956.51,4520.65,warmup
75961693,0,0,warmup
71820813,0,0,eligible
74605097,0,0,warmup
74784060,11224.52,32446.38,investing
72705820,52038.95,30658.49,investing
73288817,0,0,eligible
72614159,450,0,pending
71261272,0,0,eligible
71904669,5964.77,5071.25,investing
74376837,33559.57,8354.21,eligible
75258690,0,0,eligible
68663413,0,0,eligible
74467004,0,0,pending
70158282,0,0,eligible
76086530,0,0,eligible
73120260,0,0,warmup
71443010,14702.89,15421.97,pending
75060044,0,0,eligible
77990845,30819.09,8469.7,investing
74363819,2028.96,1014.37,warmup
74414233,0,0,eligible
75923889,0,0,eligible
74861977,0,0,non_eligible
74356983,0,0,eligible
75920754,402.44,268.11,warmup
73606077,0,0,eligible
77707414,800,0,eligible
71583387,0,0,eligible
75710955,0,0,pending
76004280,4863.88,5439.58,pending
69991331,0,0,eligible
72727050,5611.58,5330.6,pending
72183536,5151.33,2961.24,investing
73208119,0,0,eligible
75303379,0,0,pending
76548238,0,0,eligible
76256602,6300,0,eligible
77638206,6070.78,3248.5,investing
72914213,0,0,eligible
77317059,0,0,warmup
70497798,0,0,warmup
72378645,0,0,eligible
74555248,12869.4,5046.55,investing
74625875,0,0,eligible
76639920,0,0,eligible
75452597,209354.15,225228.31,investing
71535594,0,0,warmup
72945701,0,0,eligible
75638798,0,0,eligible
71998282,1161.66,10663.75,pending
69234111,1099.62,99.62,pending
78863526,0,0,warmup
74837324,0,0,warmup
74834918,0,0,eligible
71735359,0,0,eligible
77159436,0,0,warmup
68763148,0,0,eligible
76666075,3839.58,3177.6,investing
75973324,0,0,eligible
71802443,0,0,eligible
72441763,0,0,eligible
77125087,0,0,eligible
76995299,0,0,eligible
75955170,3773.54,1762.16,eligible
72567851,0,0,pending
73272717,124.16,149.16,eligible
77984895,150,150,warmup
73709720,0,0,eligible
75383379,0,0,eligible
70665342,0,0,eligible
71484793,0,0,eligible
75587142,3665.39,2215.37,disabled
76533376,0,0,eligible
74948775,0,0,warmup
78296414,0,8800,pending
71815246,0.83,126,investing
75182337,3977.05,2489.14,eligible
78042874,8742.09,3997.65,investing
70991128,1428.96,247.15,investing
74629519,32.72,32.72,disabled
73656670,250,278.9,warmup
73833243,0,0,warmup
71476433,0,0,eligible
76479394,0.31,13419.31,eligible
75264806,1500,0,warmup
75472178,0,0,warmup
78296294,10202.5,2759.12,warmup
78083207,4000,0,warmup
73544158,0,0,eligible
71311480,10.68,10.68,warmup
76602250,0,0,eligible
75877006,0,0,warmup
73520771,0,0,warmup
75611883,73.75,98.25,pending
75980166,0,0,pending
74456682,0,0,eligible
75653733,5936.28,11250.94,investing
76415276,540,2276.81,pending
71736946,0,0,eligible
75411275,0,0,eligible
75188749,400,400,eligible
77647294,0,0,eligible
76797502,105585.75,65070.55,investing
77586844,0,0,eligible
75197897,0,0,eligible
77505193,0,0,warmup
76772909,5320,2307.5,eligible
74991927,0,21,pending
75446079,0,0,warmup
74494412,0,0,warmup
77641133,0,0,eligible
72880431,0,0,warmup
75420126,11609.57,10840.17,investing
77374416,0,0,warmup
73260196,0,0,eligible
75490259,0,0,eligible
74268230,0,0,warmup
73144623,0,0,eligible
73096622,0,0,eligible
74974998,0,0,investing
76524548,0,4568.2,warmup
75359844,0,0,eligible
75609048,0,0,eligible
75158155,0,0,eligible
73562320,0,0,eligible
75531192,0,0,eligible
74553767,0,0,eligible
76762502,0,5000,warmup
68511481,1018,1421.1,warmup
75232852,0,0,eligible
74530912,3419.18,990.98,investing
75186169,25808.93,29928.9,warmup
78295791,0,0,investing
75590496,0,0,warmup
72192929,142785.14,73822.28,investing
76525911,0,0,eligible
72079784,0,0,eligible
75578689,0,0,warmup
76480103,0,0,eligible
74975657,1194.5,474.5,eligible
74558774,0,0,eligible
68656235,500,2545.21,pending
75016426,7239.71,5255.72,warmup
75273932,0,0,eligible
71006405,0,0,eligible
75925171,14672.79,9555.73,investing
77545617,0,0,warmup
78601190,12278.02,12278.02,warmup
68804578,0,0,eligible
71578348,0,1290.1,disable_pending
73725801,0,0,eligible
77215804,0,,non_eligible
73655452,0,0,eligible
75222550,0,61.02,pending
74294239,303032.17,276497.72,warmup
78955732,0,0,eligible
75094496,0,0,eligible
77774566,37683.8,0.07,disabled
76661315,0,0,eligible
75929991,16121.04,15527.35,warmup
69684535,50,0,eligible
71193388,0,0,eligible
78886344,80,0,warmup
76346930,252000.19,223342.65,investing
74255219,0,0,eligible
74074237,0,0,eligible
73009747,250,0,non_eligible
72763408,5242.78,2926.44,warmup
72191095,0,0,eligible
74643765,0,0,eligible
76108564,0,0,warmup
71799157,4.86,4.86,eligible
78597954,0,0,warmup
77564637,0,0,eligible
78959223,0,0,eligible
73710628,0,0,eligible
72230800,1251.36,3490,warmup
73268623,0,0,warmup
78022024,6119.44,5522.67,investing
75363855,1070,1070,eligible
76163426,0,0,warmup
73539256,0,1047.01,eligible
75131904,4834.04,3731.11,investing
75889357,0,0,eligible
75970787,0,0,eligible
77687043,766.03,0,eligible
76616910,305,305,eligible
76536042,14,0,eligible
69819082,0,0,warmup
71120901,0,0,pending
74853837,0,0,eligible
74296363,0,0,warmup
77364903,50,0,warmup
70089523,0,11.26,investing
74623106,0,2292.71,investing
71407778,0,0,pending
76930699,45299.77,60126.73,investing
79049311,0,0,warmup
77816691,0,500,warmup
75223876,186.58,7064.68,investing
78177294,12876.47,36163.49,investing
73915303,164,174,eligible
73067837,0,0,eligible
75827425,0,0,warmup
73241459,0,0,eligible
71387368,0,0,warmup
75636684,0,0,pending
73074277,0,0,eligible
75967683,0,0,investing
75660525,0,0,eligible
75886002,741,6000,pending
75240171,0,0,eligible
72269088,90,120,warmup
74673233,1073.99,250,warmup
77172278,0,0,pending
77980849,0,0,non_eligible
75987185,0,0,eligible
75819990,500,0,warmup
75774742,0,0,warmup
78130335,0,0,eligible
76615719,0,0,eligible
77600925,0,0,eligible
76397376,0,0,eligible
75814875,1694.02,3590.47,warmup
78202927,0,0,pending
77357953,0,0,eligible
74538018,0,0,pending
72966536,0,0,eligible
79279804,77119.7,40660.13,investing
75988387,0,0,warmup
75320866,0,0,eligible
78320095,0,0,eligible
74466594,0,0,eligible
76377899,0,0,investing
70095054,0,0,eligible
73614015,0,0,warmup
79858160,0,0,eligible
75847682,0,0,warmup
75752125,700,0,eligible
75916103,0,0,warmup
71654317,0,0,warmup
74658753,0,0,warmup
73031611,0,0,pending
72553632,108.62,1878.34,eligible
78381735,0,0,eligible
74434485,0,0,eligible
74409118,41863.52,12265.8,pending
75479464,0,0,eligible
77226471,0,0,warmup
74868828,0,0,eligible
79233436,0,0,eligible
76086127,590.74,321.9,investing
70478236,0,0,warmup
76536280,0,0,eligible
74064902,435,0,eligible
75620227,0,0,warmup
76188887,115.68,115.04,investing
72748305,0,0,pending
78798460,0,0,warmup
72781960,0,0,eligible
78347261,1518.74,1870.34,eligible
75989543,1550.1,990.58,investing
77580938,0,0,investing
73330995,0,0,eligible
76069141,931.04,2706.26,investing
74939440,12731.22,25731.26,pending
73860013,0,0,eligible
76628319,0,0,eligible
75980772,0,0,eligible
76460264,15000,0.26,warmup
73131609,1000,0,investing
78949735,0,0,eligible
76549811,0,0,eligible
75522265,0,0,pending
76276039,2744.53,4128.05,eligible
75817992,0,0,eligible
73619105,6.09,5.85,investing
73609272,0,0,warmup
76841522,0,0,eligible
78233741,2.15,2.15,pending
78033226,16555.68,12916.56,investing
76609832,0.37,0.37,eligible
77885139,25018,9967.7,investing
77882403,1500,0,pending
77302932,0,0,warmup
77067849,5145.75,296.22,investing
77321445,0,0,eligible
76370485,0,0,eligible
78880283,61441.62,60999.68,investing
73513290,22340.56,2000,investing
75016342,4264.02,2467.21,warmup
73621992,0,0,pending
77325415,0,0,eligible
76147774,0,0,warmup
76850730,0,0,eligible
73131512,0,0,eligible
76244756,0,0,eligible
76743262,0,0,eligible
74327050,0,0,pending
77169743,0,0,eligible
73535469,0,0,eligible
76850748,5063.45,0,investing
73573584,34.94,2410.86,investing
76419520,0,0,warmup
75768246,700,0,disable_pending
76756374,0,0,eligible
78612023,0,0,pending
76098758,0,0,eligible
73366523,217.58,137.58,pending
74156068,1208,6590,pending
76538735,0,0,eligible
77952634,0,0,eligible
73881555,0,0,pending
75924623,0,0,eligible
77468636,10,20,eligible
78937310,0,0,eligible
77923889,2283.44,1311,pending
74038288,0,0,eligible
79891029,0,0,pending
76666484,0,0,eligible
78721238,5,1015,warmup
78625907,0,0,eligible
77295120,0,1479,warmup
71578356,0,0,eligible
77186511,2147.28,1200,pending
76066991,0,0,eligible
74709195,0,0,warmup
76443756,0,0,warmup
75790626,200,200,eligible
75796965,1459.02,1459.02,pending
77646833,0,0.01,eligible
76819444,1653.25,565.5,warmup
77049977,23690.16,18004.4,warmup
76949799,0,0,pending
74156630,0,0,warmup
75684265,0,0,eligible
79942017,100.4,1299.4,eligible
78647568,0,0,pending
79284360,0,0,eligible
79246906,6082.58,4131.44,pending
76290605,0,0,eligible
74766904,1859.46,1941.46,pending
74148010,3500,1800,eligible
76701972,0,411,eligible
77353849,2072.04,2072.04,warmup
73086779,615,1000,investing
79147615,0,0,eligible
76568278,3915,0,pending
76273774,20,20,warmup
77691445,0,0,warmup
73088392,28588.62,43166.99,investing
76431966,63.42,130.95,investing
77082901,0,0,eligible
76964429,4796.57,0,warmup
77852117,0,0,eligible
78430047,0,0,eligible
77634366,0,0,eligible
78126163,0,0,eligible
77642056,0,0,eligible
77118722,0,0,eligible
75430001,0,0,eligible
74861774,0,0,eligible
76287119,0,0,eligible
78166577,0,0,warmup
76389294,250,250,eligible
77090388,0,0,eligible
79085258,0,0,pending
72892995,25271.03,32226.46,investing
74945898,152.58,322.86,warmup
76283212,0,0,warmup
73719738,317.09,317.09,warmup
78148305,0,0,warmup
77685905,43,43,warmup
75355981,0,0,warmup
76765909,0,0,warmup
73714686,0,0,pending
77240023,0,0,warmup
76790691,0,,eligible
77691419,5846.25,6305.73,disable_pending
77196395,0,0,eligible
75251701,4310.01,2436.51,pending
78417299,0,0,eligible
75740173,800,800,eligible
73521880,0,0,eligible
77198285,0,0,eligible
73622850,4081.98,6039.19,warmup
75259033,0,0,eligible
72538342,0,0,eligible
79739076,151,151,eligible
79370893,0,0,pending
80253333,0,0,eligible
75950839,0,0,eligible
71335237,0,0,eligible
74478138,0,0,eligible
78064395,0,500,eligible
77210183,1.27,8.47,warmup
71179013,50966.69,20153.47,investing
75680246,2470,0,eligible
79744284,0,0,eligible
77491837,0,0,warmup
79733217,29820.97,25374.13,investing
77148889,2610,17499,warmup
76080460,502.78,0,investing
75915035,150,80,warmup
76997694,22336.5,23559.5,pending
76061413,0,0,eligible
73118247,308,308,warmup
79110491,2462.75,2468.93,investing
74044954,0,0,warmup
76902444,100.55,0,investing
75093351,0,0,eligible
76796083,0,0,eligible
75341186,0.27,0.26,investing
77000564,0,0,eligible
76407642,2134.12,2719.96,eligible
80109092,0,0,warmup
72975480,183.21,183.21,eligible
77139127,0,0,eligible
76701334,116576.45,106206.12,investing
75086567,0,0,pending
77218513,0,1715.01,pending
76137019,0,0,pending
75085128,0,0,pending
77525261,0,0,eligible
76560745,0,0,eligible
75465533,0,0,eligible
78624465,5066.01,5845.07,investing
76698977,1002.68,0,investing
77357171,0,0,eligible
77487402,0,0,eligible
75583893,0,0,eligible
78348620,0,0,pending
75177181,0,0,eligible
77197992,17.13,521.13,eligible
78716879,0,17.78,warmup
76745117,0,0,eligible
75017350,14727.45,6815.24,investing
78372283,18979.33,3464.17,investing
77303349,0,0,eligible
75385983,0,0,warmup
76726085,0,0,eligible
77242712,0,0,eligible
75284956,920,920,eligible
78653989,0,0,eligible
78429988,3288.51,1105.8,warmup
79236289,0,0,eligible
77816124,0,0,pending
81149622,0,1950,eligible
74105628,0,0,eligible
79437841,0,0,warmup
78380672,0,0,pending
75647564,7,0,warmup
77375743,900,0,investing
78547312,215.48,207.03,investing
77820613,0,0,warmup
74216463,9385.32,9178.12,investing
78874828,0,0,eligible
79553336,120495.07,138406.92,investing
78603046,0,0,pending
78535990,0,0,warmup
80068922,1518.33,767.82,warmup
77593904,3960.41,510.62,investing
77652834,0,0,pending
76073984,0,0,eligible
75937657,0,0,eligible
77484519,0,0,warmup
77789570,0,0,eligible
75023836,0,0,pending
76443480,0,0,eligible
77272344,1488.44,1068.47,eligible
76793251,0,116.11,pending
75346120,11721.51,1517.9,pending
81712955,2105,2105,warmup
71872435,0,0,eligible
76528927,0,,eligible
76213924,0,0,eligible
77901203,524.96,3500,eligible
76439721,0,0,eligible
77879024,12710.93,556.78,investing
79930142,3490.01,3000,warmup
76557188,0,0,eligible
80213977,0,0,eligible
78826303,0,13292.62,warmup
75589065,0,0,pending
77127483,0,0,eligible
74298991,0,0,eligible
79024058,0,0,eligible
75582353,0,0,warmup
75596803,5444.31,21346.45,investing
