cus_id,pa_3,pb_3,pa_2,pb_2,pa_1,pb_1,last_login_pa,last_login_pb
19104340,1,9,0,9,0,15,5/29/2019,5/29/2019
81753871,31,4,30,4,31,10,5/31/2019,5/27/2019
80624575,0,2,0,9,0,6,5/31/2019,5/31/2019
152450054,,,,,,,,
20181702,2,23,3,18,4,20,5/29/2019,5/31/2019
411647259,16,0,15,0,11,0,5/31/2019,5/31/2019
57560917,1,8,0,5,1,13,5/21/2019,5/31/2019
187335933,8,6,6,10,8,17,5/28/2019,5/31/2019
150597483,,,2,10,9,20,5/27/2019,5/29/2019
156636041,0,11,0,13,0,17,5/30/2019,5/30/2019
85051278,0,6,0,9,0,7,5/28/2019,5/28/2019
64293853,2,0,2,0,2,0,5/21/2019,5/21/2019
447159662,,,,,,,,
400227015,0,5,,,,,,
237903919,0,17,0,14,0,25,5/31/2019,5/31/2019
210867153,27,0,23,0,28,0,5/31/2019,5/31/2019
415810859,0,11,0,5,0,1,5/3/2019,5/3/2019
363362994,,,,,,,,
179372355,8,1,9,6,4,9,5/29/2019,5/26/2019
208290131,,,,,4,0,5/27/2019,5/27/2019
349219950,2,0,6,0,6,0,5/29/2019,5/29/2019
306867050,2,8,5,15,2,10,5/3/2019,5/20/2019
130330116,28,0,29,0,31,0,5/31/2019,5/31/2019
162218541,,,,,14,0,5/31/2019,5/31/2019
953723,16,31,14,30,5,31,5/27/2019,5/31/2019
187444525,0,15,0,21,1,11,5/13/2019,5/22/2019
115909361,,,,,2,2,5/17/2019,5/20/2019
439419128,,,,,1,4,5/30/2019,5/31/2019
273163738,0,4,1,0,2,4,5/30/2019,5/30/2019
141025629,3,6,3,4,6,7,5/31/2019,5/20/2019
335169189,4,0,11,0,9,0,5/31/2019,5/31/2019
171658552,0,2,0,8,0,6,5/29/2019,5/29/2019
205277707,,,9,0,4,0,5/22/2019,5/22/2019
13090694,9,27,17,5,21,16,5/31/2019,5/31/2019
93740154,0,23,8,8,6,8,5/29/2019,5/31/2019
438369185,,,,,1,0,5/23/2019,5/23/2019
231369177,3,0,,,8,0,5/31/2019,5/31/2019
184422828,3,16,7,2,5,5,5/18/2019,5/18/2019
239606848,2,11,2,3,3,1,5/14/2019,5/18/2019
160291062,11,18,9,18,16,22,5/31/2019,5/31/2019
207012020,1,27,0,27,0,16,5/30/2019,5/30/2019
63026776,0,5,,,0,7,5/22/2019,5/22/2019
387825673,0,5,,,0,8,5/31/2019,5/31/2019
298692504,21,0,23,0,23,0,5/31/2019,5/31/2019
122528028,29,29,30,30,25,31,5/31/2019,5/31/2019
102640745,15,20,16,21,9,24,5/31/2019,5/31/2019
136252916,6,13,8,18,8,15,5/30/2019,5/29/2019
131078850,0,2,0,6,0,16,5/31/2019,5/31/2019
350419627,13,0,16,0,14,0,5/29/2019,5/29/2019
230739170,,,2,0,2,0,5/14/2019,5/14/2019
78600703,12,18,15,18,20,14,5/28/2019,5/28/2019
77652834,7,26,3,21,0,21,5/31/2019,5/31/2019
113005830,8,11,4,9,2,12,5/10/2019,5/31/2019
46989014,2,23,6,27,3,25,5/18/2019,5/31/2019
140994245,10,30,12,30,13,31,5/30/2019,5/31/2019
437463996,,,,,1,0,5/20/2019,5/20/2019
92864249,8,27,12,15,9,13,5/31/2019,5/29/2019
122669959,,,,,0,5,5/30/2019,5/30/2019
303837792,16,28,13,20,12,27,5/29/2019,5/30/2019
400836545,0,1,0,2,0,4,5/23/2019,5/23/2019
37129004,0,22,7,10,5,7,5/30/2019,5/31/2019
266723624,15,23,13,22,20,23,5/29/2019,5/30/2019
186425528,2,5,3,1,,,,
131835808,0,18,0,21,3,26,5/17/2019,5/30/2019
24294006,3,7,3,9,3,9,5/22/2019,5/26/2019
78545311,9,30,6,26,9,28,5/25/2019,5/31/2019
340459276,0,12,0,17,,,,
152463455,0,7,0,18,1,15,5/11/2019,5/30/2019
265962656,13,4,3,3,4,10,5/26/2019,5/30/2019
228102096,0,3,2,8,3,7,5/31/2019,5/23/2019
48709673,4,6,2,9,3,17,5/30/2019,5/31/2019
127422358,4,0,5,0,5,0,5/30/2019,5/30/2019
206178735,,,2,0,5,0,5/21/2019,5/21/2019
437947617,,,,,3,6,5/29/2019,5/31/2019
25471665,0,23,0,20,0,26,5/31/2019,5/31/2019
192462969,4,31,2,30,4,31,5/31/2019,5/31/2019
863031,3,0,8,0,4,6,5/19/2019,5/19/2019
420547278,0,1,,,5,10,5/25/2019,5/29/2019
441967599,,,,,,,,
149071775,0,3,2,9,5,3,5/31/2019,5/30/2019
237204231,10,5,4,1,4,0,5/30/2019,5/30/2019
65464830,0,12,0,13,3,9,5/27/2019,5/27/2019
353442126,2,24,5,19,1,22,5/22/2019,5/31/2019
116771739,0,1,0,1,0,1,5/20/2019,5/20/2019
239428582,18,0,12,0,14,0,5/31/2019,5/31/2019
246121472,2,3,0,3,0,7,5/21/2019,5/21/2019
79857248,3,0,10,0,7,0,5/31/2019,5/31/2019
275835857,6,4,8,10,5,11,5/24/2019,5/31/2019
56962201,,,2,0,4,5,5/31/2019,5/31/2019
345073840,,,2,0,,,,
187811403,9,7,11,5,8,8,5/27/2019,5/30/2019
25386148,5,0,5,0,6,0,5/29/2019,5/29/2019
118043569,4,15,3,15,4,17,5/26/2019,5/31/2019
377057292,0,11,0,9,0,10,5/28/2019,5/28/2019
417618695,2,0,,,2,0,5/11/2019,5/11/2019
247648945,9,6,4,6,7,13,5/30/2019,5/29/2019
204002174,27,31,22,29,30,31,5/31/2019,5/31/2019
102108170,,,3,0,6,0,5/27/2019,5/27/2019
76536042,3,4,1,9,5,8,5/26/2019,5/28/2019
323725384,1,2,3,3,2,2,5/28/2019,5/27/2019
29757415,11,6,4,4,0,2,5/11/2019,5/11/2019
24539941,2,1,0,3,,,,
242300873,5,6,15,4,7,4,5/18/2019,5/31/2019
440075656,,,,,1,0,5/29/2019,5/29/2019
423079777,,,5,0,6,0,5/17/2019,5/17/2019
211529688,1,0,,,1,0,5/28/2019,5/28/2019
78716508,3,7,5,4,7,17,5/31/2019,5/27/2019
51117167,2,3,2,0,5,10,5/23/2019,5/24/2019
420836320,0,1,2,6,5,5,5/21/2019,5/29/2019
79411543,10,19,17,24,17,28,5/29/2019,5/31/2019
150648629,0,13,0,8,2,0,5/28/2019,5/28/2019
444727630,,,,,,,,
107416199,4,0,3,0,8,0,5/29/2019,5/29/2019
205327676,22,23,18,18,31,31,5/31/2019,5/31/2019
101776976,9,0,11,0,5,0,5/31/2019,5/31/2019
59339209,2,0,6,0,6,0,5/29/2019,5/29/2019
295197301,6,0,8,0,8,5,5/29/2019,5/25/2019
184788315,,,,,1,8,5/14/2019,5/31/2019
118259216,6,3,5,4,5,4,5/15/2019,5/9/2019
258440080,0,18,0,5,0,8,5/26/2019,5/26/2019
380078838,2,0,7,0,7,0,5/20/2019,5/20/2019
317058268,,,0,2,4,3,5/4/2019,5/27/2019
38212102,16,18,6,19,5,19,5/26/2019,5/31/2019
418639991,2,0,,,,,,
160245770,6,0,7,0,2,0,5/16/2019,5/16/2019
167047683,2,29,8,27,11,26,5/31/2019,5/30/2019
158976269,0,26,4,26,17,29,5/30/2019,5/30/2019
221788484,14,16,16,9,19,11,5/31/2019,5/29/2019
128083687,,,,,1,0,5/31/2019,5/31/2019
182468497,0,24,0,21,0,25,5/31/2019,5/31/2019
442638757,,,,,,,,
215702916,1,0,3,0,1,0,5/29/2019,5/29/2019
211258354,0,18,0,22,0,18,5/30/2019,5/30/2019
303276217,21,3,20,3,27,2,5/31/2019,5/23/2019
26342641,0,11,0,15,0,16,5/31/2019,5/31/2019
13175705,6,20,4,20,5,21,5/28/2019,5/31/2019
77668481,,,1,0,3,0,5/23/2019,5/23/2019
207996233,12,5,10,13,13,25,5/31/2019,5/31/2019
50924247,28,31,11,29,7,27,5/31/2019,5/31/2019
32107409,,,2,0,2,0,5/20/2019,5/20/2019
98743950,6,2,4,6,6,8,5/27/2019,5/21/2019
119667544,3,13,3,16,4,18,5/31/2019,5/30/2019
372852822,10,0,16,0,10,0,5/31/2019,5/31/2019
425528791,,,5,2,3,2,5/22/2019,5/28/2019
96241588,0,17,5,15,5,3,5/22/2019,5/10/2019
186247086,,,,,1,0,5/18/2019,5/18/2019
18801451,13,8,8,6,13,8,5/31/2019,5/27/2019
394040888,3,0,4,0,8,0,5/16/2019,5/16/2019
79233436,,,,,,,,
225166002,7,6,8,27,4,25,5/31/2019,5/31/2019
259989447,1,12,0,11,6,11,5/31/2019,5/30/2019
78315299,10,13,9,8,7,8,5/19/2019,5/29/2019
198640283,0,4,0,1,1,2,5/28/2019,5/13/2019
36503687,16,22,16,23,16,25,5/26/2019,5/31/2019
103641333,3,0,4,11,2,7,5/21/2019,5/30/2019
421802931,,,1,0,,,,
401194399,,,,,,,,
395464088,1,0,2,0,1,0,5/1/2019,5/1/2019
331927600,6,5,5,11,6,14,5/31/2019,5/25/2019
164519248,1,8,0,10,3,10,5/28/2019,5/29/2019
52472741,0,2,2,5,0,4,5/30/2019,5/30/2019
255188637,14,0,18,0,20,0,5/31/2019,5/31/2019
178092150,1,14,4,16,1,10,5/21/2019,5/27/2019
119367891,0,17,0,2,0,2,5/15/2019,5/15/2019
26540586,0,17,0,14,0,24,5/31/2019,5/31/2019
126632076,2,16,3,21,4,20,5/28/2019,5/30/2019
282789199,,,,,3,1,5/29/2019,5/29/2019
437081111,,,,,4,0,5/24/2019,5/24/2019
9726604,,,0,2,0,12,5/31/2019,5/31/2019
322119928,11,1,10,1,12,5,5/31/2019,5/8/2019
53323456,0,11,0,21,0,14,5/31/2019,5/31/2019
189382645,15,0,11,0,9,0,5/31/2019,5/31/2019
286550869,,,,,2,10,5/28/2019,5/29/2019
390377669,,,,,,,,
158468279,2,20,5,12,3,10,5/17/2019,5/28/2019
105589415,0,12,0,20,0,21,5/29/2019,5/29/2019
229809094,,,,,6,5,5/30/2019,5/31/2019
428369922,,,1,5,4,6,5/23/2019,5/17/2019
144267744,0,7,0,9,0,11,5/27/2019,5/27/2019
137098473,1,2,1,0,,,,
211246664,6,0,3,0,5,4,5/23/2019,5/29/2019
24083772,0,6,1,5,0,5,5/25/2019,5/25/2019
11573203,,,0,15,3,23,5/31/2019,5/31/2019
352712812,3,0,3,0,2,0,5/28/2019,5/28/2019
207316096,0,11,0,12,0,5,5/25/2019,5/25/2019
147473580,0,18,2,16,0,14,5/29/2019,5/29/2019
91318978,0,29,0,30,2,28,5/28/2019,5/30/2019
351365389,31,3,30,0,31,0,5/31/2019,5/31/2019
350998832,8,0,13,0,15,0,5/28/2019,5/28/2019
127279010,0,25,0,20,1,23,5/21/2019,5/31/2019
393823297,5,25,7,12,9,23,5/31/2019,5/31/2019
109671543,,,0,3,0,2,5/14/2019,5/14/2019
189499302,2,17,6,13,4,9,5/11/2019,5/31/2019
304443451,31,28,30,29,30,31,5/31/2019,5/31/2019
433100039,,,,,6,0,5/22/2019,5/22/2019
202597857,2,0,1,0,5,0,5/27/2019,5/27/2019
59347557,12,0,15,0,8,0,5/14/2019,5/14/2019
175467056,0,3,0,4,,,,
43980297,30,19,29,20,31,11,5/31/2019,5/31/2019
427524049,,,6,0,10,0,5/29/2019,5/29/2019
444237657,,,,,,,,
26524206,28,0,24,9,25,27,5/29/2019,5/31/2019
30594369,1,17,2,15,7,23,5/29/2019,5/30/2019
36593805,11,19,21,18,18,11,5/31/2019,5/24/2019
102784980,2,10,5,3,2,5,5/19/2019,5/18/2019
51946382,0,4,0,5,2,7,5/5/2019,5/16/2019
253268500,14,0,16,1,24,0,5/31/2019,5/31/2019
419088080,5,0,6,8,7,16,5/25/2019,5/29/2019
418042633,3,0,13,0,26,0,5/31/2019,5/31/2019
165583713,0,5,0,20,0,9,5/31/2019,5/31/2019
243280756,0,17,6,9,0,14,5/31/2019,5/31/2019
38705542,1,26,2,26,5,29,5/22/2019,5/31/2019
387823429,2,0,2,0,7,0,5/24/2019,5/24/2019
18444055,3,8,3,13,4,13,5/26/2019,5/31/2019
356852195,0,3,13,27,0,22,5/31/2019,5/31/2019
116671357,7,0,2,1,2,0,5/13/2019,5/13/2019
302980835,0,15,2,22,0,4,5/31/2019,5/31/2019
268532038,7,18,9,18,10,16,5/25/2019,5/26/2019
26733079,0,17,0,17,0,15,5/30/2019,5/30/2019
332272214,1,0,,,1,0,5/19/2019,5/19/2019
393439205,,,,,4,0,5/21/2019,5/21/2019
120957549,10,28,8,27,4,25,5/28/2019,5/31/2019
2475495,,,3,0,3,0,5/18/2019,5/18/2019
182313578,2,27,8,24,7,25,5/30/2019,5/30/2019
17155633,2,0,4,0,4,0,5/27/2019,5/27/2019
170993582,5,0,3,0,16,2,5/30/2019,5/31/2019
50527481,1,19,10,24,0,22,5/31/2019,5/31/2019
347957635,3,0,1,0,1,0,5/31/2019,5/31/2019
158300169,,,,,,,,
115673053,,,3,0,,,,
186648355,,,4,5,7,26,5/29/2019,5/31/2019
322725648,2,8,4,13,5,6,5/28/2019,5/31/2019
214927844,1,0,,,0,1,5/16/2019,5/16/2019
180598855,0,22,0,25,0,23,5/29/2019,5/29/2019
59152886,0,11,0,5,0,13,5/31/2019,5/31/2019
336137889,31,21,30,19,31,10,5/31/2019,5/20/2019
212457808,0,11,0,9,0,13,5/30/2019,5/30/2019
9963583,3,23,4,13,4,21,5/30/2019,5/31/2019
213615895,0,21,0,8,0,12,5/31/2019,5/31/2019
131591952,0,28,0,21,0,25,5/29/2019,5/29/2019
137368757,8,11,2,12,4,14,5/16/2019,5/30/2019
145465617,1,1,2,4,0,5,5/17/2019,5/17/2019
132795770,10,28,8,29,0,29,5/31/2019,5/31/2019
414409251,16,0,26,0,27,0,5/29/2019,5/29/2019
41738422,3,12,0,13,0,18,5/30/2019,5/30/2019
225670695,0,5,1,6,1,9,5/2/2019,5/30/2019
185210033,0,2,0,2,18,2,5/31/2019,5/28/2019
135859393,1,0,1,0,3,0,5/30/2019,5/30/2019
2402842,0,4,0,2,0,1,5/17/2019,5/17/2019
438110978,,,,,3,0,5/27/2019,5/27/2019
301129741,24,27,18,26,6,28,5/24/2019,5/31/2019
159964940,,,1,0,,,,
174775866,18,28,17,24,11,21,5/31/2019,5/31/2019
154988944,,,2,2,18,9,5/31/2019,5/21/2019
439335206,,,,,5,0,5/31/2019,5/31/2019
18347330,20,9,7,7,9,10,5/28/2019,5/31/2019
445394070,,,,,,,,
159078973,1,0,,,4,0,5/28/2019,5/28/2019
207381694,5,3,19,1,14,1,5/27/2019,5/24/2019
194490773,4,28,3,23,,,,
321748398,,,13,0,,,,
146788430,13,0,8,0,10,0,5/29/2019,5/29/2019
262165278,0,6,0,24,0,28,5/31/2019,5/31/2019
183185537,10,0,9,0,14,0,5/31/2019,5/31/2019
17451887,1,12,1,10,2,9,5/27/2019,5/28/2019
230292498,2,4,0,5,0,11,5/29/2019,5/29/2019
126064409,3,24,3,17,7,21,5/31/2019,5/31/2019
429613145,,,1,4,14,2,5/25/2019,5/3/2019
144122342,,,1,0,5,0,5/30/2019,5/30/2019
211476803,,,,,,,,
76137019,0,10,0,13,2,21,5/27/2019,5/30/2019
18303266,0,6,0,11,0,12,5/30/2019,5/30/2019
94161092,0,4,0,8,0,6,5/30/2019,5/30/2019
225685882,4,28,10,18,15,20,5/31/2019,5/31/2019
320849405,0,14,1,7,1,2,5/8/2019,5/8/2019
113840341,0,23,0,18,0,20,5/31/2019,5/31/2019
144644126,3,20,5,18,1,20,5/23/2019,5/31/2019
79783690,10,0,5,0,6,0,5/31/2019,5/31/2019
92870878,6,6,8,4,6,9,5/27/2019,5/30/2019
14515351,22,22,26,28,25,23,5/31/2019,5/31/2019
174515052,9,0,6,0,4,0,5/30/2019,5/30/2019
292932946,8,4,10,6,9,7,5/28/2019,5/26/2019
126546158,2,4,,,,,,
424553000,,,1,0,1,0,5/7/2019,5/7/2019
81439326,5,4,10,6,3,7,5/16/2019,5/17/2019
359776026,12,0,8,0,2,0,5/10/2019,5/10/2019
311058255,3,13,4,24,4,20,5/24/2019,5/31/2019
231405420,4,12,4,8,8,6,5/30/2019,5/27/2019
357668015,,,,,1,0,5/2/2019,5/2/2019
190325662,11,28,7,25,5,27,5/28/2019,5/30/2019
163634949,8,5,12,8,12,15,5/31/2019,5/31/2019
313915417,5,15,22,20,10,27,5/30/2019,5/30/2019
188007504,,,2,0,19,0,5/31/2019,5/31/2019
10677434,2,16,0,18,3,28,5/13/2019,5/30/2019
188473,,,,,0,1,5/31/2019,5/31/2019
121023008,2,16,4,8,0,12,5/26/2019,5/26/2019
162094606,5,10,5,20,2,24,5/31/2019,5/31/2019
315562054,0,2,0,4,0,3,5/27/2019,5/27/2019
411850173,22,22,12,7,22,15,5/31/2019,5/31/2019
311613432,,,3,0,1,0,5/2/2019,5/2/2019
133820143,,,5,0,8,0,5/31/2019,5/31/2019
413758392,3,0,2,0,1,0,5/17/2019,5/17/2019
83568305,1,0,2,0,,,,
63026434,1,7,3,5,7,7,5/28/2019,5/19/2019
150758212,1,24,15,25,25,27,5/31/2019,5/31/2019
92701435,0,17,1,16,1,24,5/15/2019,5/30/2019
205464904,0,3,0,9,0,7,5/28/2019,5/28/2019
216537789,0,28,0,26,3,28,5/27/2019,5/31/2019
271001439,,,,,,,,
328659822,4,0,2,0,,,,
150204275,1,24,0,7,1,8,5/31/2019,5/31/2019
377659263,7,0,7,0,2,0,5/9/2019,5/9/2019
23388154,,,,,5,0,5/21/2019,5/21/2019
70767506,25,23,22,17,21,19,5/31/2019,5/31/2019
79274690,0,29,3,29,3,28,5/12/2019,5/31/2019
400309773,,,,,5,4,5/31/2019,5/31/2019
74209406,0,11,0,6,0,10,5/29/2019,5/29/2019
410075328,,,,,,,,
447456873,,,,,,,,
219363580,4,25,2,17,2,21,5/27/2019,5/30/2019
204836850,0,18,0,24,4,26,5/30/2019,5/30/2019
133049764,,,,,4,0,5/24/2019,5/24/2019
390993483,1,17,1,27,0,13,5/30/2019,5/30/2019
223189796,27,28,24,29,25,28,5/31/2019,5/31/2019
259215051,,,,,,,,
206139901,0,2,2,1,,,,
255067183,11,9,11,22,23,26,5/30/2019,5/31/2019
294822749,0,12,,,,,,
39686900,2,8,3,13,2,10,5/31/2019,5/23/2019
198156949,1,0,1,0,1,0,5/13/2019,5/13/2019
401846323,12,0,5,0,4,1,5/26/2019,5/26/2019
95453063,2,0,1,0,,,,
220290786,,,,,,,,
316919225,7,10,13,24,24,22,5/29/2019,5/29/2019
396619950,,,,,,,,
243901879,0,15,0,14,0,7,5/31/2019,5/31/2019
423928904,,,,,7,0,5/26/2019,5/26/2019
329385716,6,1,2,9,1,6,5/12/2019,5/28/2019
428281380,,,9,0,14,0,5/23/2019,5/23/2019
117432225,10,8,17,3,21,13,5/31/2019,5/31/2019
298345172,0,11,0,6,0,9,5/30/2019,5/30/2019
30309751,4,24,6,18,5,16,5/31/2019,5/28/2019
332886329,2,0,2,0,,,,
437909526,,,,,3,0,5/31/2019,5/31/2019
294376880,2,0,,,,,,
235259162,0,11,5,18,3,26,5/17/2019,5/31/2019
26870070,0,7,4,7,2,11,5/24/2019,5/31/2019
245131325,0,15,0,8,0,16,5/31/2019,5/31/2019
754222,0,30,19,30,15,31,5/20/2019,5/31/2019
443088927,,,,,,,,
444816066,,,,,,,,
347177681,2,0,,,,,,
179685967,15,0,9,0,14,0,5/31/2019,5/31/2019
7358851,9,12,12,14,8,8,5/28/2019,5/31/2019
183729130,13,3,5,1,3,1,5/16/2019,5/14/2019
131074635,13,27,10,18,1,16,5/28/2019,5/31/2019
303301346,15,9,17,7,15,10,5/31/2019,5/25/2019
400415327,1,0,3,5,0,11,5/31/2019,5/31/2019
238369217,23,1,23,6,21,4,5/30/2019,5/20/2019
279728787,,,,,1,1,5/7/2019,5/7/2019
447752950,,,,,,,,
363300940,,,,,,,,
68420104,1,3,,,,,,
15231604,,,,,,,,
147544387,,,6,0,28,21,5/31/2019,5/31/2019
169184814,2,14,2,12,5,22,5/20/2019,5/31/2019
60277272,,,,,3,0,5/24/2019,5/24/2019
237920708,14,0,21,0,21,0,5/31/2019,5/31/2019
132080207,1,3,0,3,2,4,5/21/2019,5/20/2019
203152720,9,0,2,0,5,0,5/22/2019,5/22/2019
212912072,,,,,12,0,5/31/2019,5/31/2019
376481533,1,0,1,0,4,0,5/21/2019,5/21/2019
158813867,,,,,5,2,5/20/2019,5/29/2019
223084230,6,4,10,6,18,7,5/31/2019,5/27/2019
57739195,2,22,2,13,7,13,5/31/2019,5/31/2019
280960786,,,,,1,0,5/10/2019,5/10/2019
118575769,,,1,0,,,,
156256345,0,24,2,21,8,21,5/29/2019,5/31/2019
163516158,,,,,0,1,5/31/2019,5/31/2019
234616276,1,8,0,7,0,7,5/22/2019,5/22/2019
143963103,0,10,0,2,,,,
261299730,3,5,5,6,4,14,5/23/2019,5/30/2019
77906036,26,28,29,29,31,30,5/31/2019,5/31/2019
437029243,,,,,1,0,5/18/2019,5/18/2019
41633191,4,16,1,22,2,12,5/12/2019,5/29/2019
25986322,,,,,0,16,5/31/2019,5/31/2019
307590385,8,1,2,6,3,8,5/30/2019,5/31/2019
17366864,0,28,0,15,0,25,5/31/2019,5/31/2019
191389033,21,4,16,2,18,15,5/31/2019,5/31/2019
255032754,0,13,0,12,0,14,5/31/2019,5/31/2019
380026342,9,1,13,2,1,1,5/13/2019,5/13/2019
165331328,8,20,5,17,3,23,5/18/2019,5/31/2019
16841561,25,4,8,0,24,0,5/31/2019,5/31/2019
354940281,4,0,,,,,,
59227040,12,13,23,26,25,24,5/30/2019,5/31/2019
370913122,0,1,0,11,0,5,5/26/2019,5/26/2019
156093143,0,20,0,3,,,,
61144099,20,23,26,24,28,21,5/31/2019,5/31/2019
256082611,,,,,,,,
172678050,4,0,9,0,5,0,5/28/2019,5/28/2019
448008764,,,,,,,,
202259488,3,0,2,0,2,0,5/5/2019,5/5/2019
249437217,,,,,,,,
351153127,,,,,,,,
239913863,1,6,2,7,1,8,5/2/2019,5/27/2019
337036946,,,1,4,0,22,5/31/2019,5/31/2019
96403558,7,0,6,0,10,0,5/28/2019,5/28/2019
168970184,12,2,11,0,5,17,5/25/2019,5/31/2019
23455721,,,8,6,8,9,5/18/2019,5/28/2019
390141888,4,0,6,0,1,0,5/18/2019,5/18/2019
326543897,,,,,,,,
322936111,4,1,3,2,0,5,5/30/2019,5/30/2019
402910159,,,,,,,,
231430175,8,10,7,12,14,22,5/29/2019,5/30/2019
104282815,4,19,9,21,17,26,5/31/2019,5/30/2019
143179186,16,0,24,0,27,7,5/31/2019,5/29/2019
75973324,0,4,0,6,2,3,5/31/2019,5/30/2019
169277299,,,7,1,12,3,5/29/2019,5/31/2019
138979095,0,3,,,0,1,5/30/2019,5/30/2019
66724993,0,18,0,17,3,24,5/31/2019,5/31/2019
267705121,4,0,4,0,6,0,5/12/2019,5/12/2019
342309978,30,12,30,12,29,10,5/31/2019,5/31/2019
57580745,5,5,1,14,4,8,5/27/2019,5/25/2019
357185865,1,7,1,2,2,0,5/10/2019,5/10/2019
292793049,6,1,4,1,4,2,5/26/2019,5/20/2019
369550341,,,,,,,,
383076514,13,11,11,16,13,18,5/31/2019,5/31/2019
282354237,6,10,2,5,5,11,5/30/2019,5/30/2019
17153278,1,24,3,14,7,25,5/30/2019,5/31/2019
344280066,1,4,9,3,3,3,5/31/2019,5/23/2019
158363417,5,30,9,28,3,28,5/15/2019,5/31/2019
154791129,0,7,0,28,0,26,5/30/2019,5/30/2019
241329956,0,15,0,6,0,4,5/18/2019,5/18/2019
386872889,5,0,4,0,6,0,5/30/2019,5/30/2019
300194677,3,2,,,1,0,5/31/2019,5/31/2019
89982732,0,8,0,14,2,14,5/24/2019,5/31/2019
62041590,6,21,8,23,6,25,5/30/2019,5/31/2019
350895676,1,0,27,0,27,0,5/31/2019,5/31/2019
222971124,6,13,7,20,9,20,5/30/2019,5/31/2019
271416077,26,11,9,10,10,12,5/30/2019,5/28/2019
198216207,,,,,1,0,5/31/2019,5/31/2019
73187041,7,14,8,23,10,17,5/25/2019,5/29/2019
227892133,10,8,2,15,2,8,5/30/2019,5/31/2019
95667005,0,18,0,24,1,25,5/25/2019,5/31/2019
326365567,,,0,1,5,7,5/30/2019,5/25/2019
350712567,,,1,8,18,14,5/31/2019,5/30/2019
245785183,,,,,,,,
153623401,1,21,4,18,6,28,5/30/2019,5/31/2019
335886041,0,29,0,21,0,27,5/31/2019,5/31/2019
195000521,7,0,7,0,11,0,5/27/2019,5/27/2019
386822972,2,0,6,0,8,0,5/23/2019,5/23/2019
434202021,,,,,3,0,5/13/2019,5/13/2019
437220141,,,,,1,0,5/19/2019,5/19/2019
373354479,0,15,13,18,11,25,5/29/2019,5/31/2019
73182093,0,10,7,8,4,6,5/26/2019,5/26/2019
324246841,0,6,2,0,2,0,5/27/2019,5/27/2019
210309541,,,,,,,,
133413074,,,,,,,,
192839364,5,0,2,0,4,0,5/29/2019,5/29/2019
132490820,2,13,3,20,10,16,5/26/2019,5/30/2019
137117854,,,,,,,,
313819217,,,,,4,0,5/15/2019,5/15/2019
245152286,4,23,0,20,1,23,5/8/2019,5/30/2019
259682467,0,4,4,8,3,5,5/22/2019,5/31/2019
41223149,1,11,2,9,5,15,5/28/2019,5/31/2019
42011089,0,21,2,23,1,12,5/19/2019,5/31/2019
319468970,7,16,8,0,1,1,5/1/2019,5/3/2019
114012600,0,5,0,2,0,4,5/31/2019,5/31/2019
113667787,2,11,3,17,2,24,5/25/2019,5/31/2019
95433592,4,22,3,13,5,17,5/27/2019,5/30/2019
21174854,3,6,6,3,3,2,5/12/2019,5/29/2019
184760697,0,16,0,9,2,0,5/26/2019,5/26/2019
29332953,5,7,6,10,6,12,5/31/2019,5/31/2019
261383893,1,16,1,12,0,13,5/29/2019,5/29/2019
440700480,,,,,,,,
414109964,7,0,3,0,5,0,5/25/2019,5/25/2019
423236390,,,,,2,0,5/31/2019,5/31/2019
359539705,7,0,5,2,2,20,5/9/2019,5/30/2019
348253156,16,12,21,21,28,12,5/31/2019,5/31/2019
196573573,0,22,1,18,2,19,5/7/2019,5/30/2019
137147250,,,5,9,0,6,5/29/2019,5/29/2019
29172501,5,0,3,0,2,0,5/12/2019,5/12/2019
211609120,3,5,1,4,2,4,5/25/2019,5/24/2019
139066941,0,16,3,13,13,12,5/31/2019,5/30/2019
346237447,7,0,13,0,10,0,5/31/2019,5/31/2019
409574006,1,0,23,0,30,0,5/31/2019,5/31/2019
106821304,,,1,0,2,2,5/28/2019,5/28/2019
135307890,,,,,1,0,5/18/2019,5/18/2019
35885979,0,11,0,15,0,19,5/29/2019,5/29/2019
358455504,6,0,6,0,2,0,5/2/2019,5/2/2019
73521880,0,13,0,16,0,14,5/31/2019,5/31/2019
156285229,7,0,5,0,11,0,5/26/2019,5/26/2019
185661429,5,0,,,0,1,5/29/2019,5/29/2019
185246116,10,30,13,26,10,28,5/30/2019,5/30/2019
190776927,0,26,0,19,0,20,5/30/2019,5/30/2019
135149157,2,19,4,22,10,27,5/29/2019,5/31/2019
179854966,,,,,,,,
169264606,1,8,,,1,8,5/19/2019,5/26/2019
26185297,20,11,8,7,16,16,5/31/2019,5/31/2019
205269699,9,0,6,0,4,0,5/24/2019,5/24/2019
373794201,0,2,,,,,,
214770819,0,29,0,30,0,29,5/31/2019,5/31/2019
45410028,0,14,0,13,0,12,5/31/2019,5/31/2019
215856988,,,,,,,,
67196150,1,18,0,23,0,15,5/31/2019,5/31/2019
170603071,0,10,0,8,,,,
253387934,,,,,4,1,5/25/2019,5/26/2019
103640374,3,0,3,0,5,0,5/30/2019,5/30/2019
431529933,,,2,0,5,0,5/5/2019,5/5/2019
357820974,0,22,1,5,,,,
80552783,0,8,1,20,0,31,5/31/2019,5/31/2019
