cus_id,spent_pb,last_date_pb,frequency_pb
33105041,32.16,5/3/2019,2
158979934,71.14,1/23/2019,1
66214776,890.44,5/8/2019,7
368750312,348.97,1/9/2019,5
19946853,231.21,3/28/2019,3
82750633,172.78,5/19/2019,8
79607254,57.1,3/18/2019,3
52068594,320.65,5/28/2019,11
18848681,88.43,3/7/2019,4
179360591,55.67,5/27/2019,3
82676591,973.53,5/14/2019,7
5732005,460.32,5/22/2019,20
168787826,42.68,3/6/2019,1
118839893,134.22,12/20/2018,1
20070096,1137.4,5/15/2019,9
25310225,865.96,5/19/2019,6
359340773,41.21,2/28/2019,1
68396176,74,3/25/2019,2
234044076,5.29,12/12/2018,1
41177985,311.56,5/24/2019,5
67300482,39.7,2/20/2019,2
25751734,2283.25,5/12/2019,31
277623726,15.32,2/11/2019,1
75188749,365.7,5/4/2019,12
34121592,200.56,5/29/2019,2
3895691,574.8,5/24/2019,20
91392815,61.8,2/6/2019,1
330671550,65.18,2/21/2019,2
28149678,2437.55,5/28/2019,13
143690122,1.46,1/30/2019,1
186452599,2.16,5/27/2019,3
132279671,64.03,2/4/2019,1
95084422,479.37,5/18/2019,6
77923889,400.43,5/28/2019,36
225547968,18.08,12/17/2018,1
57993887,544.5,5/21/2019,6
5853048,775.67,5/17/2019,13
183884342,31.7,3/24/2019,2
304730819,33.25,2/19/2019,1
120434678,197.01,3/4/2019,6
402052084,60.56,5/6/2019,3
267272365,21.79,1/23/2019,2
156536508,141.47,2/27/2019,1
172326935,47.4,5/18/2019,2
18387060,120.79,5/17/2019,2
75385983,0.13,3/6/2019,1
68066898,99.56,4/8/2019,2
93562444,118.82,3/26/2019,1
78112908,29.9,3/26/2019,2
75023836,294.97,4/22/2019,8
86630374,39.45,2/7/2019,1
354650457,14.02,4/2/2019,1
59228177,53.64,4/23/2019,2
180731964,163.83,3/13/2019,2
22472975,288.93,5/28/2019,12
187573404,69.94,5/15/2019,2
32332471,502.79,5/27/2019,6
102534524,12.15,12/8/2018,2
48877086,213.46,5/20/2019,7
55447565,373.21,4/26/2019,11
74837266,250.26,1/19/2019,3
171061610,110.55,5/7/2019,5
75889357,335.8,5/26/2019,6
191343619,929.78,5/20/2019,9
85813979,31.06,5/27/2019,3
86196682,779.7,5/17/2019,3
250668596,13.33,5/16/2019,1
322304649,125.19,1/26/2019,2
152983981,675.41,5/26/2019,13
79848222,486.07,5/24/2019,9
83054709,110.27,5/20/2019,6
299434942,92.74,12/17/2018,2
33108332,176.41,1/16/2019,1
239005580,29.28,12/12/2018,1
52781823,175.08,5/27/2019,4
174092568,13.63,1/2/2019,1
31443571,62.9,12/17/2018,3
136205330,30.66,5/8/2019,1
189470829,504.76,5/31/2019,5
24266379,927.55,5/27/2019,14
158931816,1048.7,5/31/2019,21
5135413,15.7,2/15/2019,1
63599879,1413.34,5/27/2019,17
65711207,2306.1,5/18/2019,17
59157402,373.3,5/30/2019,9
12281017,2183.93,5/29/2019,9
143433036,169.19,5/21/2019,5
5558714,123.86,5/21/2019,11
83824766,61.09,5/16/2019,1
34195503,17.24,1/30/2019,1
83087589,392.75,4/3/2019,5
172853685,1935.87,5/23/2019,23
96327970,1936.45,5/21/2019,7
27948450,164.68,5/20/2019,4
44705901,161.84,4/19/2019,3
204681116,1671.9,5/31/2019,24
129828714,719.17,5/30/2019,5
169955169,58.56,1/20/2019,1
199918619,279.34,5/20/2019,5
64120269,168.45,5/30/2019,3
2048445,953.52,5/15/2019,8
63549844,121.74,4/11/2019,2
278486464,17.78,5/16/2019,1
59222130,100.57,5/21/2019,4
255546102,64.47,5/15/2019,1
397372280,1.89,2/6/2019,2
79643505,270.03,5/6/2019,1
65004993,30.78,5/1/2019,1
219389695,10.83,4/23/2019,1
203600321,301.08,2/28/2019,1
270490099,126.04,6/1/2019,4
391171011,299.98,3/18/2019,1
286991924,44.62,5/13/2019,1
222469140,54.05,3/21/2019,2
29827164,88.24,12/10/2018,1
2724466,172.34,4/7/2019,5
42819089,252.44,5/14/2019,8
231046442,216.41,2/19/2019,3
63074840,304.38,3/9/2019,3
47707628,234.32,6/1/2019,4
295793600,84.03,1/23/2019,2
419703597,3.83,5/5/2019,1
261262735,21.93,5/6/2019,1
148621553,19.95,5/30/2019,3
253623531,46.54,2/7/2019,2
400925264,24.01,2/27/2019,2
32390232,242.25,5/13/2019,7
405597497,37.99,5/23/2019,1
112489083,53.83,4/9/2019,2
397520575,26.52,1/22/2019,1
103335646,22.42,4/12/2019,6
48849045,174.57,2/12/2019,3
282907664,78.85,5/27/2019,6
234517043,1319.48,5/15/2019,13
9602082,12.58,5/16/2019,1
245704114,468.26,4/6/2019,10
135005866,67.28,5/5/2019,1
211986901,109.07,1/20/2019,1
336972146,1046.86,5/30/2019,5
353238029,12.86,2/27/2019,1
109937270,9.46,4/14/2019,1
156104123,57.18,5/3/2019,2
137216692,714.28,5/13/2019,1
395748534,18.09,3/4/2019,1
237274431,17.3,4/10/2019,1
112608880,113.9,5/22/2019,3
71759045,130.43,3/13/2019,5
52143871,180.99,3/7/2019,3
109035268,848.45,5/21/2019,10
201208320,166.93,4/18/2019,3
142620098,225.91,5/22/2019,4
45946297,616.96,5/28/2019,15
68817108,992.88,5/5/2019,7
163645326,380.17,5/31/2019,9
193525543,24.75,3/18/2019,1
36672074,258.27,5/24/2019,6
90396758,77.86,5/17/2019,3
333971143,47.03,4/18/2019,8
15962043,933.65,3/29/2019,12
50868510,241.6,3/1/2019,2
229285402,19.65,2/12/2019,1
129410386,82.85,3/18/2019,2
306865213,43,4/22/2019,2
242607388,86.52,4/12/2019,2
69452213,88.74,5/28/2019,3
92914884,41.15,4/15/2019,2
70675443,768.33,5/26/2019,12
53899059,170.57,5/21/2019,6
279695902,119.17,5/15/2019,4
141168283,353.23,5/21/2019,4
46137762,521.41,5/31/2019,12
78356587,987.93,4/11/2019,6
127691834,1416.17,5/30/2019,15
252351755,151.44,2/25/2019,5
206020152,18.75,3/19/2019,1
297570918,50.07,5/1/2019,2
240554439,143.68,5/13/2019,2
128752405,126.85,4/6/2019,3
95897141,471.58,5/29/2019,10
147169310,564.58,5/28/2019,16
220599315,6.08,2/11/2019,1
82197283,732.3,5/13/2019,8
159923590,20.02,5/23/2019,1
41547460,146.4,4/30/2019,3
76277770,3554.08,5/28/2019,24
286972304,541.27,5/28/2019,7
385335787,6.09,1/19/2019,1
83859381,355.68,5/9/2019,19
130707356,563.43,5/16/2019,12
112968867,70,1/5/2019,2
241380522,407.85,5/29/2019,11
209617835,148.33,4/5/2019,13
97748405,669.24,5/13/2019,7
250578070,993.67,6/1/2019,14
265206458,182.63,4/21/2019,2
14442912,216.1,4/30/2019,8
171152775,733.7,4/28/2019,5
229101032,44.45,5/15/2019,1
5258688,532.91,3/31/2019,3
151278272,44.6,5/27/2019,1
58465691,12.56,3/27/2019,1
287771378,10.78,1/28/2019,1
92456768,82.9,12/27/2018,1
93351335,29.1,5/3/2019,5
183849588,473.62,2/7/2019,2
82990564,837.21,5/18/2019,14
178019029,769.51,5/2/2019,10
332053459,308.33,4/23/2019,9
332531802,34.93,2/5/2019,1
43985419,436.46,4/5/2019,9
148329812,44.31,5/23/2019,2
123704869,68.42,3/25/2019,2
265016001,46.17,5/8/2019,4
150288217,102.28,5/30/2019,3
160276832,29.99,4/1/2019,1
402589677,1.06,2/9/2019,1
60345763,123.39,5/13/2019,3
128776516,72.33,5/8/2019,2
65760801,369.92,3/15/2019,6
291135068,154.09,5/16/2019,3
59238285,1647.66,5/24/2019,20
241813118,700.16,5/8/2019,3
352323486,108.17,4/11/2019,3
51898305,54.03,1/15/2019,1
204208275,348.99,5/7/2019,3
155645181,381.94,5/21/2019,6
220109276,500.22,3/26/2019,7
94442134,920.45,5/31/2019,6
135043315,120.17,5/17/2019,6
121111712,1116.07,6/1/2019,14
155636503,407.77,5/22/2019,9
213877485,46.32,4/13/2019,4
277713207,94.34,1/16/2019,1
134917853,1370.24,5/24/2019,26
82861557,51.73,3/19/2019,1
97353918,369.97,1/28/2019,1
251890765,66.78,3/15/2019,2
26484829,300.14,5/14/2019,9
36706710,183.17,4/19/2019,4
30685464,337.03,5/28/2019,6
145495826,1295.44,3/22/2019,4
58091134,50.6,5/5/2019,2
49975087,221.01,3/22/2019,3
304445596,46.27,4/11/2019,1
204285287,39.81,2/25/2019,2
270330292,393.4,4/3/2019,6
77198285,252.68,4/26/2019,6
161647248,80.51,5/10/2019,8
11499563,387.84,5/15/2019,2
212420291,834.38,5/29/2019,11
32500723,64.97,12/22/2018,4
301281327,64.81,2/19/2019,2
271724044,205,5/31/2019,9
175248314,27.87,5/28/2019,4
58027446,162.7,4/8/2019,3
119420712,0.03,1/14/2019,1
202935638,49.25,3/18/2019,1
281553438,1858.73,6/1/2019,53
241396394,18.32,2/14/2019,1
212954342,270.54,5/13/2019,5
239452008,3.8,5/30/2019,5
28781492,37.92,5/24/2019,1
31842071,628.7,5/22/2019,24
132841199,533.01,5/8/2019,2
110031822,149.57,5/9/2019,4
237007780,34.13,5/14/2019,2
77379388,172.74,1/15/2019,2
400127147,9.56,5/16/2019,1
252380157,4.3,4/8/2019,1
83652675,162.36,5/23/2019,5
215029916,1742,5/24/2019,15
216062863,381.91,5/31/2019,3
85351516,333.15,5/15/2019,6
61098700,611,5/14/2019,3
84534017,186.41,5/20/2019,7
56767414,121.27,3/29/2019,3
261785194,407.78,2/7/2019,1
132822857,758.52,5/21/2019,14
127126705,313.91,3/5/2019,6
227472771,19.72,12/26/2018,1
89674068,78.57,12/17/2018,1
168233016,8.59,4/3/2019,2
28391916,669.07,4/27/2019,20
398085442,27.51,1/25/2019,1
158976269,22.58,3/26/2019,1
13254973,93.26,3/7/2019,2
78296294,821.09,5/24/2019,4
145830972,150.69,3/7/2019,4
204170885,304.6,2/18/2019,7
350347589,64.75,3/19/2019,1
73736359,859.98,5/23/2019,14
44245598,130.98,5/15/2019,2
308577648,167.97,4/30/2019,5
127738963,58.9,4/16/2019,6
30017231,155.8,5/27/2019,3
327730466,45.06,4/20/2019,2
147480679,161.57,4/11/2019,1
285191981,62.75,3/6/2019,3
2819315,107.1,2/15/2019,2
356743130,187.72,3/23/2019,3
324482595,62.6,5/17/2019,3
52165087,399.54,5/13/2019,17
216806090,992.16,4/21/2019,7
220185227,465.44,5/22/2019,12
61198933,629.56,2/5/2019,2
417188960,28.64,4/19/2019,1
41048219,97.63,2/1/2019,3
127873215,117.03,12/13/2018,1
81549830,15.53,5/20/2019,1
53624909,146.92,6/1/2019,12
166603635,393.24,4/30/2019,7
56602421,509.3,5/28/2019,5
129224626,182.55,5/24/2019,7
160161580,582.6,5/18/2019,6
39678081,35.04,1/16/2019,1
432228720,91.57,5/28/2019,2
249612177,16.1,4/14/2019,1
47015602,30.75,3/2/2019,3
76232980,1317.98,4/23/2019,12
105511397,157.8,3/16/2019,2
143780533,230.45,5/12/2019,5
73980444,477.17,5/30/2019,17
177288380,342.08,5/27/2019,10
269751692,48.41,1/4/2019,2
412399352,49.99,3/2/2019,1
421792292,34.48,4/26/2019,1
343854296,171.21,5/28/2019,1
130162879,135.46,3/27/2019,4
126632076,67.19,5/18/2019,9
284363037,157.83,6/1/2019,6
144490931,264.17,2/9/2019,1
220539768,301.9,6/1/2019,2
186909822,598.39,5/28/2019,20
198159175,35.65,12/13/2018,1
56709129,622.36,12/17/2018,2
130986099,96.22,4/2/2019,2
87142038,609.19,5/13/2019,9
128660895,667.06,5/18/2019,12
75790626,182.31,5/9/2019,2
6843790,677.3,4/5/2019,5
34511700,85.4,5/26/2019,2
390520275,836.59,4/12/2019,9
25785023,426.4,5/27/2019,8
49606842,25.25,3/20/2019,1
186978873,445.21,5/28/2019,8
174600639,49.75,3/17/2019,1
2966546,279.23,4/10/2019,4
238390400,21.07,6/1/2019,10
28363955,271.28,5/21/2019,10
48978827,78.71,5/9/2019,1
176670655,813.42,5/15/2019,11
35896750,206.79,5/14/2019,5
77787897,15.24,5/10/2019,2
325532050,70.43,1/14/2019,1
60304895,133.49,6/1/2019,4
4667491,324.06,2/4/2019,6
99924164,1171.68,3/12/2019,2
399471842,12.35,5/6/2019,1
73272717,260.23,3/1/2019,3
416988713,290.63,4/11/2019,1
161642444,272.04,3/15/2019,6
12582719,522.81,5/15/2019,7
13932400,22.71,3/26/2019,2
151022464,61.3,4/3/2019,1
168691953,809.16,5/15/2019,5
318696946,36.6,1/30/2019,1
129204955,143.67,5/14/2019,4
89424746,384.15,4/22/2019,7
170507252,99.59,3/21/2019,4
386746972,19.01,3/4/2019,2
128264593,76.24,5/29/2019,3
108293367,237.14,5/31/2019,5
132490820,31.95,1/24/2019,1
132652966,308.33,4/20/2019,4
204045458,406.06,5/20/2019,8
165965314,193.36,5/6/2019,2
152008830,286.2,3/13/2019,6
342665801,63.77,12/21/2018,1
128338405,54.86,12/18/2018,1
2424900,140,5/1/2019,6
148533235,456.18,5/8/2019,3
171849453,1085.45,5/28/2019,12
119776352,405.77,5/22/2019,8
52378955,237.61,1/22/2019,4
221321350,272.33,5/9/2019,6
321988348,479.1,5/30/2019,14
24630857,94.79,5/9/2019,3
50340239,115.53,5/5/2019,4
414092964,120.07,5/19/2019,2
33563438,854.04,5/15/2019,7
253312408,450.15,5/9/2019,3
6657907,217.46,5/26/2019,4
2525112,3083.72,5/16/2019,16
77587778,0.04,1/22/2019,1
79049311,332.97,5/15/2019,2
247028489,7.86,1/14/2019,1
240750684,61.8,4/21/2019,2
378119948,294.88,5/14/2019,1
278096019,103.31,4/15/2019,5
235845527,204.99,5/28/2019,8
186757001,929.11,6/1/2019,19
319014723,74.4,5/16/2019,1
252138566,107.94,3/16/2019,3
47688289,199.82,2/4/2019,2
143838091,102.84,6/1/2019,10
34155889,782.91,5/28/2019,4
92719850,878.43,5/16/2019,9
61602178,27.67,5/4/2019,5
42806559,188.58,4/9/2019,4
107273806,1.09,1/1/2019,1
120969528,17.16,4/24/2019,1
11591482,102.28,5/15/2019,7
76743262,1884.56,5/15/2019,10
190325662,4.6,3/19/2019,1
57793001,244.96,5/16/2019,4
75653733,27.41,4/27/2019,1
49428439,38.52,2/19/2019,1
48240380,232.61,4/29/2019,5
173639558,52.41,12/13/2018,1
370256525,121.15,4/12/2019,2
270832455,79.28,2/19/2019,3
316729596,144.8,5/20/2019,4
294850420,85.17,4/3/2019,3
176955202,267.57,3/19/2019,6
1034581,393.62,5/28/2019,10
99648362,1007.61,5/29/2019,10
305761162,89.61,5/13/2019,3
181975603,104.24,5/18/2019,4
38790275,20.67,4/25/2019,2
49790054,33.36,5/27/2019,2
42914577,157.15,5/26/2019,2
44133412,692.03,5/31/2019,20
164074003,648.19,5/11/2019,14
338883077,26.26,1/30/2019,1
169485750,105.15,5/14/2019,2
31279904,136.66,3/6/2019,2
59596879,516.7,5/20/2019,4
128825121,9.85,5/29/2019,1
247012660,203.9,1/29/2019,7
168236350,378.32,5/29/2019,9
1066191,776.26,5/27/2019,3
205733977,209.87,1/16/2019,4
40698006,525.53,5/31/2019,15
38865619,191.08,12/20/2018,2
212569423,110.9,4/4/2019,7
177538082,301.24,5/28/2019,9
50820651,165.42,5/13/2019,3
361044442,35.68,5/6/2019,2
238744503,1.31,12/21/2018,1
26685100,370.49,5/22/2019,6
346307798,50.09,1/27/2019,1
339238466,21.95,5/14/2019,1
165272018,113.9,2/17/2019,1
398867869,11.08,2/12/2019,1
169554095,14.77,12/27/2018,1
215159404,90.6,1/8/2019,1
359488675,862.81,5/27/2019,12
27378359,126.57,2/18/2019,3
394204915,51.93,4/12/2019,1
205699576,180.1,5/11/2019,4
184954497,393.01,4/5/2019,7
224415066,24.03,12/6/2018,1
118887602,48.6,5/13/2019,2
53305306,775.35,5/10/2019,4
233237327,13.29,5/23/2019,1
128020267,456.71,5/29/2019,9
195725440,52.73,2/28/2019,3
76147774,83.68,2/7/2019,3
94893064,24.1,5/27/2019,1
37695720,142.68,5/14/2019,2
104282815,11.38,4/25/2019,1
282454694,199.01,2/6/2019,2
77357953,42.42,5/17/2019,3
294224469,454.94,4/7/2019,9
174760288,450.58,6/1/2019,11
628526,346.92,5/7/2019,7
92357302,361.42,5/20/2019,7
76908386,30.6,5/29/2019,2
70006520,2017.49,5/29/2019,13
50581322,196.72,3/21/2019,4
178900569,5.33,2/7/2019,1
58103501,268.74,3/20/2019,4
129921320,60.16,4/3/2019,5
58209212,107.59,5/25/2019,4
232542210,76.86,1/20/2019,1
195567264,28.74,5/24/2019,2
70990838,30.73,3/12/2019,2
273782145,869.56,5/17/2019,11
131267614,46.16,4/6/2019,4
400119480,8.31,5/13/2019,1
220178236,7.64,2/11/2019,1
107477571,153.56,5/31/2019,7
151807626,34.27,5/10/2019,4
84255515,25.5,3/14/2019,1
143998403,30.6,1/19/2019,1
89958786,326.05,4/16/2019,5
177035863,123.5,5/24/2019,3
398530031,102.56,4/11/2019,2
49960493,87.93,5/26/2019,2
44442661,724.92,5/10/2019,3
53838277,822.84,5/29/2019,20
15476070,1056.09,5/30/2019,18
165550440,27.61,1/31/2019,1
240947469,156.15,3/23/2019,3
436925853,15.59,5/28/2019,1
124108670,124.27,1/28/2019,4
222336936,97.61,3/28/2019,3
418404499,261.89,5/22/2019,5
250242312,30.32,3/15/2019,1
11907016,62.46,5/1/2019,3
24538152,93.35,5/6/2019,5
240622490,162.22,5/19/2019,10
229760470,154.62,5/19/2019,4
60460759,32.73,1/2/2019,1
131131964,1133.92,5/28/2019,19
155902839,843.24,5/28/2019,7
239436064,46.78,12/3/2018,1
196628880,173.22,4/10/2019,5
83454639,891.38,5/13/2019,9
94779301,58.55,5/23/2019,1
23898369,675.99,4/9/2019,5
91523974,8.17,3/13/2019,1
44714707,637.35,3/25/2019,3
415597359,332.84,5/31/2019,8
335143384,35.56,4/15/2019,1
46900066,248.16,4/29/2019,8
164472679,50.55,4/3/2019,3
149047043,15.93,1/28/2019,1
96068930,1328.49,5/3/2019,2
407885426,25.28,3/13/2019,2
135046793,177.24,5/7/2019,13
86975147,28.39,12/17/2018,2
43691355,182.74,5/6/2019,7
144910716,363.2,4/22/2019,10
31275298,294.21,4/14/2019,5
79916110,589.33,5/29/2019,15
93979949,669.3,5/13/2019,5
98243994,301.84,5/27/2019,8
13556060,1484.47,5/27/2019,16
153449171,65.84,4/2/2019,4
257086048,326.35,5/12/2019,7
60111099,341.27,2/25/2019,3
45871175,8.56,5/16/2019,2
325151804,7.5,3/17/2019,1
399900471,74.62,1/31/2019,1
132032632,64.08,1/8/2019,2
168328226,3119.96,5/20/2019,10
170661720,36.49,5/8/2019,3
158972791,27.6,5/27/2019,3
84075238,1345.55,5/27/2019,25
4486201,198.05,5/11/2019,7
131807402,204,5/14/2019,5
89760854,248.55,3/16/2019,3
146620093,1268.61,5/19/2019,19
12869522,166.96,2/11/2019,3
46258981,93.99,4/29/2019,2
390204583,155.41,12/27/2018,1
148004408,295.91,2/2/2019,1
134684991,191.58,4/15/2019,2
398108671,2.34,4/3/2019,1
65415146,196.15,5/23/2019,3
214274600,19.61,3/22/2019,1
114128348,14.1,5/16/2019,2
72892995,670.59,5/16/2019,20
109625356,1266.35,5/29/2019,19
210711497,330.08,5/31/2019,15
127648568,2470.45,5/31/2019,19
219062374,161.15,5/13/2019,3
151789511,502.05,5/28/2019,6
220935335,653.55,4/1/2019,2
62742,144.04,2/27/2019,1
23301440,80.74,5/28/2019,3
209107008,194.33,4/23/2019,8
24390028,180.84,5/8/2019,7
53357595,22.95,2/23/2019,1
27061082,54.97,1/25/2019,4
25716392,96.69,5/6/2019,1
29497814,512.43,5/14/2019,14
356797897,124.28,5/7/2019,1
2298123,674.14,5/21/2019,10
270331899,111.28,3/22/2019,2
337523149,711.23,5/14/2019,4
112122164,384.77,5/16/2019,8
334942022,427.52,5/2/2019,9
195221232,9.2,3/1/2019,1
60448306,446.16,5/30/2019,15
174792850,345.71,5/27/2019,23
97857792,154.76,1/28/2019,5
226765164,268,5/14/2019,3
89544019,24.22,4/28/2019,4
196313822,364.45,5/16/2019,4
174059247,661.22,4/8/2019,7
57012328,29.38,5/24/2019,2
240201082,236.23,4/14/2019,9
49222118,103.36,3/29/2019,3
199011364,5.78,5/17/2019,2
50772188,638.47,3/27/2019,2
291693738,497.52,5/6/2019,14
175895655,6.64,5/16/2019,1
308667586,340.22,5/18/2019,9
132307589,76.42,4/27/2019,3
24159120,656.08,5/15/2019,12
104188153,19.79,12/16/2018,2
102269421,34.56,4/5/2019,1
57666042,627.71,5/30/2019,13
96634345,266.12,5/12/2019,8
157651108,122.99,5/30/2019,3
21836416,8.03,5/28/2019,1
338803405,401.91,3/12/2019,1
328214455,433.41,5/10/2019,6
163808520,23.72,5/7/2019,1
130811035,69.78,5/27/2019,4
201124857,293.96,5/4/2019,8
160193452,755.86,5/23/2019,15
164269371,36.19,4/13/2019,1
119295571,57.55,5/13/2019,4
365201549,245.88,2/15/2019,5
116332343,71.13,2/6/2019,3
202511431,5.25,2/2/2019,1
64518007,112.04,3/25/2019,2
65547294,868.89,5/19/2019,16
201432737,220.08,5/30/2019,3
104785654,53.89,1/24/2019,1
147125881,882.62,5/31/2019,11
115938217,528.16,4/26/2019,2
145426075,97.06,3/28/2019,2
209495410,24.79,5/15/2019,1
72596434,0.62,3/16/2019,1
104672880,38.23,3/12/2019,1
292076740,83.73,6/1/2019,2
115663519,149.62,5/11/2019,1
404810301,7.35,5/22/2019,1
77148889,62.73,5/29/2019,3
200861406,23.17,5/28/2019,2
51559248,387.76,6/1/2019,5
9236430,24.99,3/30/2019,2
162865292,80.95,4/23/2019,4
119954803,288.28,5/15/2019,4
243354882,327.86,5/20/2019,9
335593718,38.56,2/27/2019,1
362352250,22.73,12/5/2018,1
228368349,155.27,3/9/2019,1
420341621,26.8,5/22/2019,1
99197365,82.81,5/17/2019,3
93516748,1131.27,3/22/2019,6
78603046,82.37,3/3/2019,2
139531082,538.68,4/30/2019,6
203689195,9.46,1/15/2019,1
116755585,59.04,5/10/2019,2
234034567,92.5,4/1/2019,2
154579806,50.56,1/12/2019,2
152463455,7.8,5/15/2019,3
187432840,201.23,5/3/2019,5
54790322,764.26,5/24/2019,9
202210539,104.33,5/17/2019,2
231182878,291.5,5/28/2019,4
10633077,173.84,4/15/2019,5
399949017,12.89,2/19/2019,1
406727413,188.37,3/6/2019,1
8779362,1277.41,5/13/2019,12
126690826,36.77,4/6/2019,2
2916666,311.51,5/18/2019,7
282268565,46.03,1/23/2019,1
114032475,1860.7,5/29/2019,26
53313936,1553.83,5/29/2019,11
85090137,12.5,4/5/2019,2
98093258,171.22,5/28/2019,5
81301299,1742.54,5/15/2019,7
309114923,198.58,5/28/2019,6
34936439,343.52,4/5/2019,7
86855676,1573.2,5/29/2019,26
95367579,87.28,5/16/2019,7
328947895,5.05,1/5/2019,1
112451915,1750.97,5/20/2019,6
152473972,88.68,4/15/2019,3
189382645,44.89,1/25/2019,1
147885969,86.82,4/20/2019,2
142072100,4.21,4/12/2019,1
97357,682.14,1/10/2019,1
54483661,483.14,4/15/2019,4
207530728,8.88,5/24/2019,1
18970074,131.45,5/30/2019,7
203919055,126.81,3/25/2019,3
38026337,39.14,5/31/2019,3
306928206,127.25,5/2/2019,6
187122145,19.24,4/4/2019,1
270254042,6.94,4/24/2019,3
232840736,468.52,5/24/2019,8
58691220,391.92,5/15/2019,3
182774228,10.31,3/29/2019,1
130043106,351.14,5/14/2019,3
74105628,31.02,5/24/2019,2
203858273,176.06,4/22/2019,5
252424233,106.05,5/30/2019,3
243555220,11.39,5/1/2019,1
162089725,853.92,5/8/2019,5
50582629,203.42,5/22/2019,3
169306716,207.35,3/23/2019,6
193021188,361.53,5/31/2019,9
13345205,170.27,4/29/2019,3
15186941,557.22,5/10/2019,5
420747446,55.57,4/11/2019,1
37511163,1963.24,6/1/2019,18
353663233,0.66,2/13/2019,1
325007618,10.85,4/27/2019,1
240915982,2.61,12/19/2018,1
234590021,160.37,3/10/2019,2
43315956,125.52,4/17/2019,3
428197000,52.03,5/1/2019,1
332096530,83.29,2/18/2019,3
52448217,108.66,5/20/2019,2
72432299,120.03,5/17/2019,2
57973096,604.05,5/21/2019,10
66078372,928.55,4/6/2019,7
350069726,26.85,4/1/2019,2
292399356,483.6,5/20/2019,3
344254520,91.41,2/11/2019,1
247623044,13.13,3/23/2019,1
221347020,302.24,5/23/2019,6
330913184,154.37,4/25/2019,7
255002117,151.47,5/27/2019,1
187443352,398.18,5/9/2019,6
279478778,21.74,3/26/2019,2
63248038,322.68,5/27/2019,12
330406602,107.04,1/5/2019,1
90392794,226.99,1/17/2019,4
58057126,1725.37,5/14/2019,16
46436411,43.81,2/27/2019,2
311312537,24.5,3/18/2019,2
145597345,941.07,5/14/2019,2
43838589,331.26,3/7/2019,1
150825075,37.97,12/8/2018,1
92737107,19.56,5/2/2019,5
218460275,1179.28,5/29/2019,12
283529303,23.04,4/10/2019,3
79838082,160.17,5/31/2019,5
182439189,1899.83,6/1/2019,16
198580829,36.57,12/18/2018,1
141978136,1110.84,5/8/2019,4
203067155,109.91,2/11/2019,3
202565944,207.46,2/6/2019,4
183726476,121.98,4/8/2019,4
59474072,370,5/3/2019,5
37331298,962.25,5/2/2019,9
169979620,8.78,4/3/2019,1
254365836,418.14,5/16/2019,2
178841284,340.88,5/19/2019,7
176489226,234.13,5/25/2019,6
339121511,30.42,5/14/2019,2
94727718,417.8,5/21/2019,3
84940588,13.2,12/12/2018,1
54454636,851.24,5/30/2019,7
6691009,79.36,1/10/2019,2
3231676,501.38,5/20/2019,12
187507262,127.4,5/11/2019,4
311717338,90.98,1/5/2019,1
318016295,429.7,4/17/2019,2
146007982,6.52,4/4/2019,2
163801751,6.78,3/6/2019,1
34676605,93.69,3/8/2019,2
269180818,49.91,12/19/2018,5
324517619,554.16,5/29/2019,11
321642332,486.25,5/20/2019,9
189831979,35.49,5/13/2019,1
325210065,23.29,3/26/2019,1
22641807,94.46,4/12/2019,5
40423634,64.46,5/27/2019,5
58125030,495.2,5/15/2019,2
428523078,15.56,5/6/2019,1
130432067,9.68,12/29/2018,1
153351483,81.38,2/25/2019,3
89580147,75.55,3/15/2019,1
52477667,650.29,5/13/2019,3
388225358,124.18,1/2/2019,2
18999532,7876.34,5/29/2019,55
39313921,392.63,5/3/2019,12
182447971,290.51,3/30/2019,2
117312274,35.44,3/2/2019,3
131132969,15.57,12/2/2018,1
22724853,2342.04,5/28/2019,23
172522774,101.81,5/21/2019,11
156301745,209.76,5/4/2019,7
10560559,279.46,5/26/2019,2
184095713,417.56,5/15/2019,3
37088635,88.2,5/22/2019,5
203180667,231.1,5/6/2019,1
413837287,47.51,4/25/2019,1
272104675,69.39,1/3/2019,2
379854099,29.32,5/4/2019,1
97250918,475.44,4/6/2019,4
103093983,243.29,4/12/2019,4
225087368,578.27,5/5/2019,11
11257574,44.96,12/13/2018,1
206262569,22.88,3/15/2019,3
80162152,229.1,4/23/2019,5
157681812,64.18,2/11/2019,2
240876266,6.8,2/14/2019,1
71660753,44.17,3/28/2019,2
91137927,17.62,12/6/2018,1
208084054,504,5/26/2019,8
44031722,96.92,1/21/2019,2
38184401,9.51,2/11/2019,1
200017601,230.66,5/14/2019,6
405679252,220.38,5/25/2019,4
109688071,5.58,5/25/2019,1
203015580,80.88,3/29/2019,2
118839532,120.86,5/30/2019,6
45860468,202.16,5/26/2019,6
248332108,9.72,5/10/2019,2
319440371,1388.65,5/15/2019,14
75258690,307.98,2/8/2019,2
185192527,725.28,5/6/2019,3
186782521,266.61,5/8/2019,9
161012090,297.2,5/23/2019,3
3766123,992.01,5/13/2019,17
98767675,724.97,5/9/2019,3
21985374,131.85,4/17/2019,2
98841784,38.31,3/5/2019,3
164746455,320.87,3/14/2019,4
9663297,750.8,5/24/2019,4
